event_id,account_id,user_id,event_name,event_timestamp,properties
EVT-00074858,ACC-0106,ACC-0106-U01,report_created,2023-02-06T07:20:17,
EVT-00074853,ACC-0106,ACC-0106-U06,filter_applied,2023-02-06T08:05:37,
EVT-00074851,ACC-0106,ACC-0106-U07,contact_added,2023-02-06T09:00:15,
EVT-00074848,ACC-0106,ACC-0106-U02,api_call,2023-02-06T16:20:28,
EVT-00079292,ACC-0109,ACC-0109-U01,email_sent,2023-02-07T15:49:53,
EVT-00074866,ACC-0106,ACC-0106-U05,search_performed,2023-02-08T08:54:51,
EVT-00074874,ACC-0106,ACC-0106-U06,email_sent,2023-02-08T10:15:20,
EVT-00074864,ACC-0106,ACC-0106-U01,dashboard_viewed,2023-02-08T17:25:55,
EVT-00074867,ACC-0106,ACC-0106-U01,integration_configured,2023-02-08T17:54:21,
EVT-00088836,ACC-0127,ACC-0127-U06,deal_updated,2023-02-10T08:46:20,
EVT-00074891,ACC-0106,ACC-0106-U03,api_call,2023-02-10T09:34:58,
EVT-00074886,ACC-0106,ACC-0106-U04,contact_added,2023-02-10T10:25:44,
EVT-00074888,ACC-0106,ACC-0106-U05,api_call,2023-02-10T10:32:51,
EVT-00088841,ACC-0127,ACC-0127-U01,deal_updated,2023-02-10T10:34:03,
EVT-00088831,ACC-0127,ACC-0127-U04,export_generated,2023-02-10T11:44:15,
EVT-00088825,ACC-0127,ACC-0127-U03,filter_applied,2023-02-10T19:47:23,
EVT-00041043,ACC-0059,ACC-0059-U01,search_performed,2023-02-11T16:41:11,
EVT-00086527,ACC-0123,ACC-0123-U01,export_generated,2023-02-13T08:27:21,
EVT-00086530,ACC-0123,ACC-0123-U01,export_generated,2023-02-13T08:54:18,
EVT-00088869,ACC-0127,ACC-0127-U07,contact_added,2023-02-13T09:24:23,
EVT-00088878,ACC-0127,ACC-0127-U04,api_call,2023-02-13T09:58:37,
EVT-00088873,ACC-0127,ACC-0127-U03,deal_updated,2023-02-13T11:43:18,
EVT-00088871,ACC-0127,ACC-0127-U02,integration_configured,2023-02-13T12:29:24,
EVT-00074917,ACC-0106,ACC-0106-U05,integration_configured,2023-02-14T10:20:11,
EVT-00088900,ACC-0127,ACC-0127-U06,search_performed,2023-02-14T15:03:32,
EVT-00088904,ACC-0127,ACC-0127-U01,dashboard_viewed,2023-02-14T17:40:24,
EVT-00088903,ACC-0127,ACC-0127-U07,email_sent,2023-02-14T23:25:09,
EVT-00088914,ACC-0127,ACC-0127-U07,filter_applied,2023-02-15T08:02:50,
EVT-00001471,ACC-0004,ACC-0004-U03,report_created,2023-02-15T09:44:49,
EVT-00074944,ACC-0106,ACC-0106-U05,workflow_created,2023-02-15T10:12:21,
EVT-00074933,ACC-0106,ACC-0106-U01,report_created,2023-02-15T12:08:08,
EVT-00074924,ACC-0106,ACC-0106-U02,report_created,2023-02-15T12:40:15,
EVT-00088924,ACC-0127,ACC-0127-U05,task_completed,2023-02-15T13:46:53,
EVT-00012000,ACC-0021,ACC-0021-U02,report_created,2023-02-15T15:13:24,
EVT-00088930,ACC-0127,ACC-0127-U03,search_performed,2023-02-15T15:37:31,
EVT-00088927,ACC-0127,ACC-0127-U05,deal_updated,2023-02-15T18:25:56,
EVT-00074923,ACC-0106,ACC-0106-U06,report_created,2023-02-15T19:21:41,
EVT-00074958,ACC-0106,ACC-0106-U03,integration_configured,2023-02-16T13:57:48,
EVT-00074961,ACC-0106,ACC-0106-U04,workflow_created,2023-02-16T18:31:55,
EVT-00079298,ACC-0109,ACC-0109-U01,api_call,2023-02-17T10:11:27,
EVT-00059176,ACC-0086,ACC-0086-U02,email_sent,2023-02-19T10:36:26,
EVT-00079313,ACC-0109,ACC-0109-U01,report_created,2023-02-20T08:56:50,
EVT-00088944,ACC-0127,ACC-0127-U04,filter_applied,2023-02-20T11:07:10,
EVT-00079309,ACC-0109,ACC-0109-U01,task_completed,2023-02-20T11:27:32,
EVT-00001484,ACC-0004,ACC-0004-U03,report_created,2023-02-20T11:29:01,
EVT-00088952,ACC-0127,ACC-0127-U04,export_generated,2023-02-20T15:57:45,
EVT-00088941,ACC-0127,ACC-0127-U07,deal_updated,2023-02-20T16:25:50,
EVT-00012010,ACC-0021,ACC-0021-U03,search_performed,2023-02-20T18:42:49,
EVT-00088970,ACC-0127,ACC-0127-U07,note_added,2023-02-21T07:05:49,
EVT-00088960,ACC-0127,ACC-0127-U06,dashboard_viewed,2023-02-21T12:26:16,
EVT-00044366,ACC-0066,ACC-0066-U06,meeting_logged,2023-02-22T08:01:19,
EVT-00088975,ACC-0127,ACC-0127-U02,search_performed,2023-02-22T08:51:02,
EVT-00088987,ACC-0127,ACC-0127-U05,filter_applied,2023-02-22T14:48:49,
EVT-00088985,ACC-0127,ACC-0127-U06,email_sent,2023-02-22T16:59:09,
EVT-00012011,ACC-0021,ACC-0021-U02,note_added,2023-02-22T17:36:33,
EVT-00044364,ACC-0066,ACC-0066-U01,meeting_logged,2023-02-22T17:54:17,
EVT-00088978,ACC-0127,ACC-0127-U05,task_completed,2023-02-22T21:19:02,
EVT-00086564,ACC-0123,ACC-0123-U02,user_invited,2023-02-23T08:10:28,
EVT-00086562,ACC-0123,ACC-0123-U02,filter_applied,2023-02-23T09:17:57,
EVT-00074976,ACC-0106,ACC-0106-U05,workflow_created,2023-02-23T16:18:28,
EVT-00079319,ACC-0109,ACC-0109-U01,deal_updated,2023-02-26T09:05:55,
EVT-00086580,ACC-0123,ACC-0123-U01,email_sent,2023-02-26T12:11:12,
EVT-00059187,ACC-0086,ACC-0086-U02,deal_updated,2023-02-28T11:14:34,
EVT-00059189,ACC-0086,ACC-0086-U01,email_sent,2023-02-28T13:22:41,
EVT-00001501,ACC-0004,ACC-0004-U01,task_completed,2023-02-28T14:43:05,
EVT-00059183,ACC-0086,ACC-0086-U01,deal_updated,2023-02-28T16:07:19,
EVT-00001500,ACC-0004,ACC-0004-U03,contact_added,2023-02-28T19:20:39,
EVT-00074992,ACC-0106,ACC-0106-U01,email_sent,2023-03-01T07:00:05,
EVT-00074999,ACC-0106,ACC-0106-U06,export_generated,2023-03-01T08:00:42,
EVT-00051455,ACC-0074,ACC-0074-U04,search_performed,2023-03-01T11:14:19,
EVT-00075000,ACC-0106,ACC-0106-U06,report_created,2023-03-01T13:20:13,
EVT-00075003,ACC-0106,ACC-0106-U07,filter_applied,2023-03-01T13:41:46,
EVT-00051457,ACC-0074,ACC-0074-U04,export_generated,2023-03-01T13:57:03,
EVT-00075006,ACC-0106,ACC-0106-U07,dashboard_viewed,2023-03-01T15:10:58,
EVT-00074993,ACC-0106,ACC-0106-U02,meeting_logged,2023-03-01T19:03:28,
EVT-00051454,ACC-0074,ACC-0074-U04,report_created,2023-03-01T20:29:18,
EVT-00044379,ACC-0066,ACC-0066-U01,meeting_logged,2023-03-02T08:32:51,
EVT-00044377,ACC-0066,ACC-0066-U06,dashboard_viewed,2023-03-02T09:14:34,
EVT-00104608,ACC-0145,ACC-0145-U01,search_performed,2023-03-02T16:19:34,
EVT-00089006,ACC-0127,ACC-0127-U04,note_added,2023-03-03T09:41:20,
EVT-00075017,ACC-0106,ACC-0106-U07,note_added,2023-03-03T10:18:17,
EVT-00075010,ACC-0106,ACC-0106-U01,contact_added,2023-03-03T12:48:38,
EVT-00012025,ACC-0021,ACC-0021-U02,note_added,2023-03-03T15:54:25,
EVT-00075019,ACC-0106,ACC-0106-U03,note_added,2023-03-03T16:01:56,
EVT-00089011,ACC-0127,ACC-0127-U03,contact_added,2023-03-03T18:09:32,
EVT-00012029,ACC-0021,ACC-0021-U02,filter_applied,2023-03-03T19:44:30,
EVT-00059197,ACC-0086,ACC-0086-U01,task_completed,2023-03-04T08:22:14,
EVT-00059195,ACC-0086,ACC-0086-U01,dashboard_viewed,2023-03-04T10:36:45,
EVT-00059199,ACC-0086,ACC-0086-U02,task_completed,2023-03-04T11:53:41,
EVT-00059196,ACC-0086,ACC-0086-U01,report_created,2023-03-04T12:50:31,
EVT-00075032,ACC-0106,ACC-0106-U05,email_sent,2023-03-05T00:25:50,
EVT-00075040,ACC-0106,ACC-0106-U01,api_call,2023-03-05T04:01:47,
EVT-00075049,ACC-0106,ACC-0106-U01,api_call,2023-03-05T04:15:02,
EVT-00075035,ACC-0106,ACC-0106-U02,filter_applied,2023-03-05T05:51:12,
EVT-00079325,ACC-0109,ACC-0109-U01,search_performed,2023-03-05T09:15:54,
EVT-00089032,ACC-0127,ACC-0127-U07,deal_updated,2023-03-05T10:58:36,
EVT-00075047,ACC-0106,ACC-0106-U06,dashboard_viewed,2023-03-05T14:12:35,
EVT-00075046,ACC-0106,ACC-0106-U04,email_sent,2023-03-05T15:51:31,
EVT-00075037,ACC-0106,ACC-0106-U04,api_call,2023-03-05T17:32:23,
EVT-00089040,ACC-0127,ACC-0127-U02,api_call,2023-03-05T21:55:39,
EVT-00051465,ACC-0074,ACC-0074-U01,note_added,2023-03-06T09:52:38,
EVT-00051469,ACC-0074,ACC-0074-U02,report_created,2023-03-06T11:00:52,
EVT-00089057,ACC-0127,ACC-0127-U03,meeting_logged,2023-03-06T11:01:39,
EVT-00051466,ACC-0074,ACC-0074-U01,deal_updated,2023-03-06T11:07:56,
EVT-00051460,ACC-0074,ACC-0074-U03,contact_added,2023-03-06T11:25:39,
EVT-00086581,ACC-0123,ACC-0123-U02,dashboard_viewed,2023-03-06T11:42:34,
EVT-00051459,ACC-0074,ACC-0074-U01,dashboard_viewed,2023-03-06T11:46:54,
EVT-00089054,ACC-0127,ACC-0127-U02,export_generated,2023-03-06T14:42:17,
EVT-00051468,ACC-0074,ACC-0074-U02,note_added,2023-03-06T17:06:11,
EVT-00026831,ACC-0039,ACC-0039-U01,deal_updated,2023-03-06T18:26:56,
EVT-00051482,ACC-0074,ACC-0074-U03,deal_updated,2023-03-07T11:38:17,
EVT-00012049,ACC-0021,ACC-0021-U04,filter_applied,2023-03-08T16:53:08,
EVT-00075061,ACC-0106,ACC-0106-U02,api_call,2023-03-09T08:55:02,
EVT-00026835,ACC-0039,ACC-0039-U01,dashboard_viewed,2023-03-09T11:02:29,
EVT-00026838,ACC-0039,ACC-0039-U02,filter_applied,2023-03-09T11:30:43,
EVT-00106069,ACC-0148,ACC-0148-U01,contact_added,2023-03-09T12:31:19,
EVT-00059207,ACC-0086,ACC-0086-U02,search_performed,2023-03-09T12:57:52,
EVT-00106067,ACC-0148,ACC-0148-U01,deal_updated,2023-03-09T13:57:30,
EVT-00075068,ACC-0106,ACC-0106-U05,filter_applied,2023-03-09T14:02:52,
EVT-00075069,ACC-0106,ACC-0106-U04,task_completed,2023-03-09T14:13:30,
EVT-00051488,ACC-0074,ACC-0074-U01,dashboard_viewed,2023-03-09T15:22:34,
EVT-00059205,ACC-0086,ACC-0086-U02,contact_added,2023-03-09T18:25:34,
EVT-00059204,ACC-0086,ACC-0086-U02,deal_updated,2023-03-09T19:23:32,
EVT-00059209,ACC-0086,ACC-0086-U01,task_completed,2023-03-09T23:02:50,
EVT-00008067,ACC-0014,ACC-0014-U02,contact_added,2023-03-10T06:48:31,
EVT-00075095,ACC-0106,ACC-0106-U05,note_added,2023-03-10T07:59:22,
EVT-00075081,ACC-0106,ACC-0106-U05,report_created,2023-03-10T09:55:26,
EVT-00001513,ACC-0004,ACC-0004-U02,dashboard_viewed,2023-03-10T14:34:45,
EVT-00075089,ACC-0106,ACC-0106-U04,contact_added,2023-03-10T15:25:58,
EVT-00079346,ACC-0109,ACC-0109-U01,search_performed,2023-03-11T16:18:04,
EVT-00089078,ACC-0127,ACC-0127-U02,email_sent,2023-03-12T06:43:38,
EVT-00051508,ACC-0074,ACC-0074-U04,api_call,2023-03-12T08:14:55,
EVT-00041051,ACC-0059,ACC-0059-U01,meeting_logged,2023-03-12T08:54:00,
EVT-00010620,ACC-0018,ACC-0018-U01,dashboard_viewed,2023-03-12T15:41:39,
EVT-00089073,ACC-0127,ACC-0127-U01,integration_configured,2023-03-12T15:49:45,
EVT-00086598,ACC-0123,ACC-0123-U01,filter_applied,2023-03-14T16:11:49,
EVT-00041054,ACC-0059,ACC-0059-U01,export_generated,2023-03-14T17:22:45,
EVT-00012053,ACC-0021,ACC-0021-U04,filter_applied,2023-03-15T07:03:27,
EVT-00012054,ACC-0021,ACC-0021-U03,workflow_created,2023-03-15T07:11:28,
EVT-00012060,ACC-0021,ACC-0021-U02,api_call,2023-03-15T07:43:42,
EVT-00089099,ACC-0127,ACC-0127-U01,contact_added,2023-03-15T09:00:05,
EVT-00089091,ACC-0127,ACC-0127-U06,api_call,2023-03-15T09:20:13,
EVT-00089095,ACC-0127,ACC-0127-U05,dashboard_viewed,2023-03-15T13:18:40,
EVT-00089101,ACC-0127,ACC-0127-U07,api_call,2023-03-15T18:06:03,
EVT-00106070,ACC-0148,ACC-0148-U01,contact_added,2023-03-15T21:12:15,
EVT-00075111,ACC-0106,ACC-0106-U02,contact_added,2023-03-16T08:32:14,
EVT-00051510,ACC-0074,ACC-0074-U01,deal_updated,2023-03-16T08:38:20,
EVT-00008068,ACC-0014,ACC-0014-U02,report_created,2023-03-16T10:48:59,
EVT-00059213,ACC-0086,ACC-0086-U01,search_performed,2023-03-16T11:29:12,
EVT-00075100,ACC-0106,ACC-0106-U03,api_call,2023-03-16T12:35:49,
EVT-00089119,ACC-0127,ACC-0127-U05,deal_updated,2023-03-16T15:26:48,
EVT-00075109,ACC-0106,ACC-0106-U06,deal_updated,2023-03-16T15:29:42,
EVT-00075123,ACC-0106,ACC-0106-U07,note_added,2023-03-17T10:58:03,
EVT-00079362,ACC-0109,ACC-0109-U01,export_generated,2023-03-17T13:56:32,
EVT-00075126,ACC-0106,ACC-0106-U03,contact_added,2023-03-17T20:54:35,
EVT-00012067,ACC-0021,ACC-0021-U02,workflow_created,2023-03-18T09:25:40,
EVT-00041057,ACC-0059,ACC-0059-U01,filter_applied,2023-03-18T11:13:25,
EVT-00008073,ACC-0014,ACC-0014-U01,user_invited,2023-03-18T15:50:15,
EVT-00037099,ACC-0054,ACC-0054-U01,user_invited,2023-03-19T10:11:29,
EVT-00054043,ACC-0075,ACC-0075-U02,meeting_logged,2023-03-19T12:14:58,
EVT-00054051,ACC-0075,ACC-0075-U02,dashboard_viewed,2023-03-19T13:06:10,
EVT-00054048,ACC-0075,ACC-0075-U01,api_call,2023-03-19T14:40:18,
EVT-00079371,ACC-0109,ACC-0109-U01,integration_configured,2023-03-19T14:47:25,
EVT-00059230,ACC-0086,ACC-0086-U01,filter_applied,2023-03-20T15:32:33,
EVT-00106081,ACC-0148,ACC-0148-U01,search_performed,2023-03-20T15:42:07,
EVT-00106082,ACC-0148,ACC-0148-U01,export_generated,2023-03-20T19:49:14,
EVT-00051544,ACC-0074,ACC-0074-U04,workflow_created,2023-03-21T07:15:27,
EVT-00051548,ACC-0074,ACC-0074-U01,workflow_created,2023-03-21T11:01:00,
EVT-00089139,ACC-0127,ACC-0127-U05,email_sent,2023-03-21T11:20:46,
EVT-00089125,ACC-0127,ACC-0127-U04,note_added,2023-03-21T11:30:28,
EVT-00037114,ACC-0054,ACC-0054-U03,filter_applied,2023-03-21T11:37:59,
EVT-00037118,ACC-0054,ACC-0054-U04,workflow_created,2023-03-21T12:31:02,
EVT-00089128,ACC-0127,ACC-0127-U02,note_added,2023-03-21T13:14:05,
EVT-00059244,ACC-0086,ACC-0086-U01,integration_configured,2023-03-21T13:15:35,
EVT-00059247,ACC-0086,ACC-0086-U01,search_performed,2023-03-21T23:53:53,
EVT-00008075,ACC-0014,ACC-0014-U02,export_generated,2023-03-22T14:34:27,
EVT-00037128,ACC-0054,ACC-0054-U01,api_call,2023-03-22T15:20:45,
EVT-00010641,ACC-0018,ACC-0018-U01,workflow_created,2023-03-22T16:19:47,
EVT-00054060,ACC-0075,ACC-0075-U01,search_performed,2023-03-22T17:03:25,
EVT-00037126,ACC-0054,ACC-0054-U02,contact_added,2023-03-22T17:07:40,
EVT-00041062,ACC-0059,ACC-0059-U01,export_generated,2023-03-22T18:17:30,
EVT-00044400,ACC-0066,ACC-0066-U06,note_added,2023-03-23T09:12:14,
EVT-00044405,ACC-0066,ACC-0066-U01,filter_applied,2023-03-23T11:48:42,
EVT-00044406,ACC-0066,ACC-0066-U05,api_call,2023-03-23T15:09:03,
EVT-00044394,ACC-0066,ACC-0066-U03,contact_added,2023-03-23T17:36:43,
EVT-00010643,ACC-0018,ACC-0018-U01,report_created,2023-03-24T15:38:45,
EVT-00054067,ACC-0075,ACC-0075-U02,filter_applied,2023-03-25T06:23:42,
EVT-00054065,ACC-0075,ACC-0075-U02,filter_applied,2023-03-25T06:55:43,
EVT-00037146,ACC-0054,ACC-0054-U03,contact_added,2023-03-25T07:29:42,
EVT-00012079,ACC-0021,ACC-0021-U03,email_sent,2023-03-25T11:21:32,
EVT-00012075,ACC-0021,ACC-0021-U02,filter_applied,2023-03-25T13:23:58,
EVT-00037153,ACC-0054,ACC-0054-U03,report_created,2023-03-25T22:56:18,
EVT-00051563,ACC-0074,ACC-0074-U03,export_generated,2023-03-26T03:10:29,
EVT-00037161,ACC-0054,ACC-0054-U02,filter_applied,2023-03-26T16:46:21,
EVT-00037179,ACC-0054,ACC-0054-U01,deal_updated,2023-03-27T00:51:11,
EVT-00037172,ACC-0054,ACC-0054-U04,task_completed,2023-03-27T05:55:45,
EVT-00012085,ACC-0021,ACC-0021-U04,api_call,2023-03-27T07:41:34,
EVT-00079382,ACC-0109,ACC-0109-U01,task_completed,2023-03-27T09:15:59,
EVT-00079386,ACC-0109,ACC-0109-U01,filter_applied,2023-03-27T09:35:18,
EVT-00012083,ACC-0021,ACC-0021-U03,report_created,2023-03-27T13:31:31,
EVT-00079379,ACC-0109,ACC-0109-U01,report_created,2023-03-27T14:52:10,
EVT-00037174,ACC-0054,ACC-0054-U04,workflow_created,2023-03-27T16:02:08,
EVT-00089150,ACC-0127,ACC-0127-U07,report_created,2023-03-28T13:10:39,
EVT-00089149,ACC-0127,ACC-0127-U02,api_call,2023-03-28T14:22:53,
EVT-00089163,ACC-0127,ACC-0127-U06,note_added,2023-03-28T20:03:04,
EVT-00008077,ACC-0014,ACC-0014-U02,search_performed,2023-03-28T22:17:06,
EVT-00010649,ACC-0018,ACC-0018-U01,search_performed,2023-03-29T00:09:16,
EVT-00079390,ACC-0109,ACC-0109-U01,dashboard_viewed,2023-03-29T09:47:22,
EVT-00075154,ACC-0106,ACC-0106-U05,task_completed,2023-03-29T09:48:52,
EVT-00041068,ACC-0059,ACC-0059-U01,deal_updated,2023-03-29T10:01:57,
EVT-00104616,ACC-0145,ACC-0145-U01,search_performed,2023-03-29T10:39:33,
EVT-00075138,ACC-0106,ACC-0106-U04,meeting_logged,2023-03-29T12:12:08,
EVT-00010648,ACC-0018,ACC-0018-U01,note_added,2023-03-29T15:57:24,
EVT-00075148,ACC-0106,ACC-0106-U04,dashboard_viewed,2023-03-29T16:45:35,
EVT-00065006,ACC-0098,ACC-0098-U02,task_completed,2023-03-29T17:02:24,
EVT-00012092,ACC-0021,ACC-0021-U04,user_invited,2023-03-29T19:27:23,
EVT-00010652,ACC-0018,ACC-0018-U01,dashboard_viewed,2023-03-30T02:04:08,
EVT-00051565,ACC-0074,ACC-0074-U03,email_sent,2023-03-30T09:01:24,
EVT-00010653,ACC-0018,ACC-0018-U01,filter_applied,2023-03-30T10:15:44,
EVT-00037185,ACC-0054,ACC-0054-U04,filter_applied,2023-03-30T13:16:41,
EVT-00051576,ACC-0074,ACC-0074-U03,deal_updated,2023-03-30T14:01:09,
EVT-00051566,ACC-0074,ACC-0074-U03,note_added,2023-03-30T16:44:59,
EVT-00075163,ACC-0106,ACC-0106-U07,meeting_logged,2023-03-31T09:04:53,
EVT-00054080,ACC-0075,ACC-0075-U02,task_completed,2023-03-31T11:58:35,
EVT-00041069,ACC-0059,ACC-0059-U01,task_completed,2023-03-31T12:36:59,
EVT-00075169,ACC-0106,ACC-0106-U04,contact_added,2023-03-31T12:51:29,
EVT-00054079,ACC-0075,ACC-0075-U01,dashboard_viewed,2023-03-31T14:22:06,
EVT-00106084,ACC-0148,ACC-0148-U01,filter_applied,2023-03-31T16:48:16,
EVT-00075176,ACC-0106,ACC-0106-U04,integration_configured,2023-03-31T17:58:43,
EVT-00075158,ACC-0106,ACC-0106-U07,api_call,2023-03-31T19:49:08,
EVT-00089183,ACC-0127,ACC-0127-U02,report_created,2023-04-01T09:29:16,
EVT-00075195,ACC-0106,ACC-0106-U06,task_completed,2023-04-01T10:41:22,
EVT-00059254,ACC-0086,ACC-0086-U01,deal_updated,2023-04-01T13:04:40,
EVT-00089188,ACC-0127,ACC-0127-U01,search_performed,2023-04-01T13:19:48,
EVT-00075194,ACC-0106,ACC-0106-U04,export_generated,2023-04-01T13:34:48,
EVT-00089184,ACC-0127,ACC-0127-U03,deal_updated,2023-04-01T14:16:49,
EVT-00023189,ACC-0034,ACC-0034-U01,contact_added,2023-04-01T15:04:18,
EVT-00106090,ACC-0148,ACC-0148-U01,filter_applied,2023-04-01T15:35:36,
EVT-00106088,ACC-0148,ACC-0148-U01,dashboard_viewed,2023-04-01T15:36:37,
EVT-00051582,ACC-0074,ACC-0074-U01,dashboard_viewed,2023-04-02T10:23:43,
EVT-00044408,ACC-0066,ACC-0066-U01,email_sent,2023-04-02T14:13:00,
EVT-00089206,ACC-0127,ACC-0127-U05,deal_updated,2023-04-03T10:02:55,
EVT-00089197,ACC-0127,ACC-0127-U02,search_performed,2023-04-03T10:09:16,
EVT-00106093,ACC-0148,ACC-0148-U01,dashboard_viewed,2023-04-03T10:37:58,
EVT-00089190,ACC-0127,ACC-0127-U05,dashboard_viewed,2023-04-03T10:38:29,
EVT-00089223,ACC-0127,ACC-0127-U02,api_call,2023-04-04T09:04:17,
EVT-00089221,ACC-0127,ACC-0127-U03,task_completed,2023-04-04T09:35:20,
EVT-00089212,ACC-0127,ACC-0127-U02,contact_added,2023-04-04T16:54:23,
EVT-00010675,ACC-0018,ACC-0018-U01,dashboard_viewed,2023-04-05T05:25:29,
EVT-00010676,ACC-0018,ACC-0018-U01,report_created,2023-04-05T11:40:27,
EVT-00078971,ACC-0108,ACC-0108-U01,dashboard_viewed,2023-04-05T12:58:34,
EVT-00075218,ACC-0106,ACC-0106-U07,export_generated,2023-04-05T19:47:38,
EVT-00078972,ACC-0108,ACC-0108-U02,search_performed,2023-04-06T01:37:51,
EVT-00059262,ACC-0086,ACC-0086-U02,dashboard_viewed,2023-04-06T20:19:19,
EVT-00086608,ACC-0123,ACC-0123-U01,dashboard_viewed,2023-04-07T10:23:42,
EVT-00041077,ACC-0059,ACC-0059-U01,dashboard_viewed,2023-04-07T16:12:59,
EVT-00059266,ACC-0086,ACC-0086-U01,search_performed,2023-04-08T08:23:37,
EVT-00089245,ACC-0127,ACC-0127-U06,export_generated,2023-04-08T08:47:35,
EVT-00075238,ACC-0106,ACC-0106-U06,email_sent,2023-04-08T09:29:34,
EVT-00106103,ACC-0148,ACC-0148-U01,filter_applied,2023-04-08T09:41:47,
EVT-00089232,ACC-0127,ACC-0127-U01,meeting_logged,2023-04-08T11:12:44,
EVT-00012097,ACC-0021,ACC-0021-U03,report_created,2023-04-08T11:52:36,
EVT-00075228,ACC-0106,ACC-0106-U07,filter_applied,2023-04-08T13:51:34,
EVT-00075233,ACC-0106,ACC-0106-U01,dashboard_viewed,2023-04-08T15:06:44,
EVT-00089241,ACC-0127,ACC-0127-U05,task_completed,2023-04-08T15:51:16,
EVT-00059267,ACC-0086,ACC-0086-U01,dashboard_viewed,2023-04-08T16:06:41,
EVT-00012106,ACC-0021,ACC-0021-U01,search_performed,2023-04-09T12:09:23,
